minute,player,team,xG,PSxG,outcome,distance,body_part,notes,SCA 1,SCA 1,SCA 2,SCA 2,opponent
80,Cameron Archer,Sheffield Utd,0.12,0.08,Saved,21.0,Right Foot,,Anis Ben Slimane,Pass (Live),Anel Ahmedhodžić,Pass (Live),Brentford
82,Anis Ben Slimane,Sheffield Utd,0.15,,Off Target,9.0,Right Foot,,Anis Ben Slimane,Take-On,Anis Ben Slimane,Tackle,Brentford
86,Cameron Archer,Sheffield Utd,0.04,,Off Target,29.0,Right Foot,,Jack Robinson,Pass (Live),,,Brentford
88,Ben Mee,Brentford,0.07,,Blocked,11.0,Left Foot,,,,,,Sheffield Utd
14,Harry Toffolo,Nott'ham Forest,0.17,0.07,Goal,6.0,Head,Deflected,Neco Williams,Pass (Live),Cheikhou Kouyaté,Pass (Live),Wolves
26,Hwang Hee-chan,Wolves,0.05,,Off Target,7.0,Head,,Hwang Hee-chan,Pass (Live),Toti Gomes,Pass (Dead),Nott'ham Forest
30,Matheus Cunha,Wolves,0.02,0.35,Saved,23.0,Left Foot,,Craig Dawson,Pass (Live),João Gomes,Pass (Live),Nott'ham Forest
32,Matheus Cunha,Wolves,0.6,0.87,Goal,9.0,Right Foot,,Pablo Sarabia,Pass (Live),Mario Lemina,Pass (Live),Nott'ham Forest
37,Hugo Bueno,Wolves,0.07,,Blocked,15.0,Left Foot,,Pablo Sarabia,Pass (Live),João Gomes,Pass (Live),Nott'ham Forest
39,Nelson Semedo,Wolves,0.02,,Off Target,30.0,Left Foot,,Pablo Sarabia,Pass (Live),Matheus Cunha,Pass (Live),Nott'ham Forest
45+5,Cheikhou Kouyate,Nott'ham Forest,0.13,0.27,Saved,21.0,Right Foot,,Cheikhou Kouyaté,Tackle,,,Wolves
45+5,Cheikhou Kouyate,Nott'ham Forest,0.08,,Off Target,9.0,Head,,Moussa Niakhate,Pass (Dead),Cheikhou Kouyaté,Shot,Wolves
50,Craig Dawson,Wolves,0.08,,Off Target,12.0,Right Foot,Volley,Pablo Sarabia,Pass (Dead),Matheus Cunha,Fouled,Nott'ham Forest
70,Harry Toffolo,Nott'ham Forest,0.76,,Off Target,4.0,Head,,Neco Williams,Pass (Live),Neco Williams,Tackle,Wolves
70,Matheus Cunha,Wolves,0.08,0.02,Saved,12.0,Head,,Boubacar Traoré,Pass (Live),Jean-Ricner Bellegarde,Pass (Live),Nott'ham Forest
71,Ryan Yates,Nott'ham Forest,0.05,,Off Target,18.0,Left Foot,,Anthony Elanga,Pass (Live),Harry Toffolo,Pass (Live),Wolves
73,Anthony Elanga,Nott'ham Forest,0.04,,Blocked,14.0,Right Foot,Volley,Morgan Gibbs-White,Pass (Live),Ryan Yates,Pass (Live),Wolves
75,Matheus Cunha,Wolves,0.06,0.03,Saved,11.0,Left Foot,,Matheus Cunha,Take-On,,,Nott'ham Forest
75,Matheus Cunha,Wolves,0.18,,Blocked,11.0,Right Foot,,Matheus Cunha,Shot,,,Nott'ham Forest
79,Boubacar Traore,Wolves,0.03,,Off Target,22.0,Right Foot,,Max Kilman,Pass (Live),Boubacar Traoré,Pass (Live),Nott'ham Forest
84,Felipe,Nott'ham Forest,0.04,,Blocked,8.0,Head,,Moussa Niakhate,Pass (Dead),,,Wolves
85,Morgan Gibbs-White,Nott'ham Forest,0.03,,Off Target,22.0,Right Foot,Volley,Felipe,Shot,,,Wolves
9,Benoit Badiashile,Chelsea,0.02,,Off Target,13.0,Head,,Mykhailo Mudryk,Pass (Dead),Marc Cucurella,Pass (Live),Everton
14,Cole Palmer,Chelsea,0.02,0.5,Saved,28.0,Left Foot,,Conor Gallagher,Pass (Live),Mykhailo Mudryk,Pass (Dead),Everton
25,Jack Harrison,Everton,0.06,,Off Target,22.0,Left Foot,Volley,Dominic Calvert-Lewin,Pass (Live),Abdoulaye Doucouré,Pass (Live),Chelsea
38,Armando Broja,Chelsea,0.1,,Off Target,9.0,Right Foot,,Mykhailo Mudryk,Pass (Live),Levi Colwill,Pass (Live),Everton
40,Cole Palmer,Chelsea,0.04,,Off Target,23.0,Left Foot,,Armando Broja,Pass (Live),Cole Palmer,Pass (Live),Everton
42,Cole Palmer,Chelsea,0.02,,Blocked,23.0,Left Foot,,Conor Gallagher,Pass (Live),Enzo Fernández,Pass (Live),Everton
45+4,Abdoulaye Doucoure,Everton,0.03,,Blocked,14.0,Right Foot,Volley,James Garner,Pass (Live),Vitaliy Mykolenko,Pass (Live),Chelsea
48,Levi Colwill,Chelsea,0.07,,Off Target,11.0,Left Foot,,Mykhailo Mudryk,Pass (Live),Levi Colwill,Pass (Live),Everton
49,Enzo Fernandez,Chelsea,0.06,0.22,Saved,26.0,Right Foot,,Cole Palmer,Pass (Live),Cole Palmer,Take-On,Everton
50,Dwight McNeil,Everton,0.08,0.27,Saved,21.0,Left Foot,,Jack Harrison,Pass (Live),Dominic Calvert-Lewin,Pass (Live),Chelsea
50,Vitaliy Mykolenko,Everton,0.06,,Off Target,21.0,Right Foot,,Dwight McNeil,Shot,,,Chelsea
54,Dominic Calvert-Lewin,Everton,0.79,0.56,Saved,12.0,Right Foot,,Dwight McNeil,Pass (Live),Vitaliy Mykolenko,Pass (Live),Chelsea
54,Abdoulaye Doucoure,Everton,0.13,0.44,Goal,15.0,Right Foot,,Dominic Calvert-Lewin,Shot,,,Chelsea
60,Cole Palmer,Chelsea,0.1,0.06,Saved,21.0,Left Foot,Free kick,Armando Broja,Fouled,Cole Palmer,Pass (Live),Everton
65,Enzo Fernandez,Chelsea,0.15,,Blocked,12.0,Right Foot,,Levi Colwill,Pass (Live),Benoît Badiashile,Pass (Live),Everton
66,Cole Palmer,Chelsea,0.02,,Off Target,25.0,Left Foot,,Marc Cucurella,Pass (Live),Conor Gallagher,Pass (Live),Everton
67,Nicolas Jackson,Chelsea,0.07,,Off Target,15.0,Right Foot,,Mykhailo Mudryk,Pass (Live),Conor Gallagher,Pass (Live),Everton
75,Abdoulaye Doucoure,Everton,0.03,,Blocked,16.0,Right Foot,,Amadou Onana,Pass (Live),James Tarkowski,Interception,Chelsea
75,Beto,Everton,0.05,0.27,Saved,12.0,Head,,Jack Harrison,Pass (Live),Amadou Onana,Pass (Live),Chelsea
76,Marc Cucurella,Chelsea,0.02,0.03,Saved,24.0,Left Foot,,Raheem Sterling,Pass (Live),Marc Cucurella,Pass (Live),Everton
77,Raheem Sterling,Chelsea,0.04,,Blocked,13.0,Left Foot,,Cole Palmer,Pass (Live),Conor Gallagher,Pass (Live),Everton
79,Nicolas Jackson,Chelsea,0.15,,Blocked,9.0,Right Foot,,Cole Palmer,Pass (Live),Conor Gallagher,Tackle,Everton
80,Mykhailo Mudryk,Chelsea,0.05,,Blocked,20.0,Right Foot,,Levi Colwill,Pass (Live),Cole Palmer,Pass (Live),Everton
89,Conor Gallagher,Chelsea,0.01,,Blocked,24.0,Right Foot,,Mykhailo Mudryk,Pass (Dead),Conor Gallagher,Pass (Live),Everton
90+2,Lewis Dobbin,Everton,0.1,0.07,Goal,17.0,Left Foot,,,,,,Chelsea
6,James Ward-Prowse,West Ham,0.04,0.34,Saved,36.0,Right Foot,Free kick,Kudus Mohammed,Fouled,Tomáš Souček,Interception,Fulham
11,Jarrod Bowen,West Ham,0.03,0.36,Saved,27.0,Left Foot,,Jarrod Bowen,Take-On,Lucas Paquetá,Pass (Live),Fulham
13,Alex Iwobi,Fulham,0.02,,Off Target,33.0,Right Foot,,Andreas Pereira,Pass (Live),Alex Iwobi,Pass (Live),West Ham
15,Willian,Fulham,0.32,0.52,Saved,10.0,Right Foot,,Raúl Jiménez,Pass (Live),Willian,Pass (Live),West Ham
19,Alex Iwobi,Fulham,0.06,,Off Target,8.0,Head,,Andreas Pereira,Pass (Dead),Andreas Pereira,Pass (Live),West Ham
20,Joao Palhinha,Fulham,0.03,,Off Target,29.0,Right Foot,,Antonee Robinson,Pass (Live),Willian,Pass (Live),West Ham
22,Raul Jimenez,Fulham,0.09,0.41,Goal,8.0,Head,,João Palhinha,Pass (Live),Willian,Pass (Live),West Ham
29,Lucas Paqueta,West Ham,0.02,,Off Target,33.0,Left Foot,,,,,,Fulham
31,Alex Iwobi,Fulham,0.09,0.17,Saved,20.0,Right Foot,,Willian,Pass (Live),Raúl Jiménez,Pass (Live),West Ham
31,Alex Iwobi,Fulham,0.23,,Off Target,9.0,Right Foot,,Andreas Pereira,Pass (Live),Alex Iwobi,Shot,West Ham
31,Willian,Fulham,0.15,0.9,Goal,11.0,Right Foot,,Alex Iwobi,Shot,,,West Ham
39,Jarrod Bowen,West Ham,0.43,0.37,Saved,9.0,Right Foot,Volley,Vladimír Coufal,Pass (Live),Tomáš Souček,Pass (Live),Fulham
40,Alex Iwobi,Fulham,0.12,,Blocked,12.0,Right Foot,Volley,Raúl Jiménez,Pass (Live),Antonee Robinson,Pass (Live),West Ham
41,Tosin Adarabioyo,Fulham,0.03,0.35,Goal,12.0,Head,Deflected,Andreas Pereira,Pass (Dead),Alex Iwobi,Shot,West Ham
56,Harry Wilson,Fulham,0.4,0.22,Saved,9.0,Left Foot,,Harry Wilson,Take-On,Andreas Pereira,Pass (Live),West Ham
57,Andreas Pereira,Fulham,0.02,,Off Target,50.0,Right Foot,,Alex Iwobi,Pass (Live),Antonee Robinson,Pass (Live),West Ham
60,Harry Wilson,Fulham,0.03,0.63,Goal,24.0,Left Foot,,Tom Cairney,Pass (Live),Alex Iwobi,Pass (Live),West Ham
65,Jarrod Bowen,West Ham,0.1,0.04,Saved,14.0,Right Foot,,Konstantinos Mavropanos,Pass (Live),Vladimír Coufal,Pass (Dead),Fulham
66,Said Benrahma,West Ham,0.32,0.21,Saved,9.0,Right Foot,,Jarrod Bowen,Pass (Live),Vladimír Coufal,Pass (Live),Fulham
69,Said Benrahma,West Ham,0.04,,Off Target,22.0,Right Foot,Volley,Jarrod Bowen,Pass (Live),Vladimír Coufal,Pass (Dead),Fulham
84,Divin Mubama,West Ham,0.15,,Blocked,12.0,Left Foot,,Emerson Palmieri,Pass (Live),Saïd Benrahma,Pass (Live),Fulham
89,Carlos Vinicius,Fulham,0.8,0.82,Goal,12.0,Left Foot,,Harry Wilson,Pass (Live),Harrison Reed,Pass (Live),West Ham
90+3,Jarrod Bowen,West Ham,0.21,,Off Target,9.0,Left Foot,,Vladimír Coufal,Pass (Live),Jarrod Bowen,Pass (Live),Fulham
2,Phil Foden,Manchester City,0.08,0.02,Saved,12.0,Left Foot,,Bernardo Silva,Pass (Live),Phil Foden,Pass (Live),Luton Town
2,Bernardo Silva,Manchester City,0.06,,Off Target,18.0,Left Foot,Volley,Phil Foden,Shot,,,Luton Town
19,Rodri,Manchester City,0.02,0.03,Saved,26.0,Right Foot,,Bernardo Silva,Pass (Live),Kyle Walker,Pass (Live),Luton Town
22,Josko Gvardiol,Manchester City,0.04,,Blocked,22.0,Right Foot,,Bernardo Silva,Pass (Live),Mateo Kovačić,Pass (Live),Luton Town
27,Phil Foden,Manchester City,0.05,0.12,Saved,22.0,Left Foot,,Rodri,Pass (Live),Mateo Kovačić,Pass (Live),Luton Town
29,Julian Alvarez,Manchester City,0.35,,Off Target,7.0,Right Foot,,Jack Grealish,Pass (Live),Julián Álvarez,Pass (Live),Luton Town
33,Andros Townsend,Luton Town,0.02,0.04,Saved,31.0,Right Foot,,Elijah Adebayo,Pass (Live),,,Manchester City
35,Jack Grealish,Manchester City,0.04,,Blocked,20.0,Right Foot,,,,,,Luton Town
36,Jack Grealish,Manchester City,0.07,,Blocked,16.0,Left Foot,,Jack Grealish,Pass (Live),Phil Foden,Pass (Live),Luton Town
36,Mateo Kovacic,Manchester City,0.05,,Off Target,24.0,Right Foot,,Jack Grealish,Shot,,,Luton Town
40,Kyle Walker,Manchester City,0.02,,Off Target,25.0,Right Foot,,Phil Foden,Pass (Live),Jack Grealish,Pass (Live),Luton Town
45+2,Elijah Adebayo,Luton Town,0.25,0.84,Goal,4.0,Head,,Andros Townsend,Pass (Live),Alfie Doughty,Pass (Live),Manchester City
53,Rodri,Manchester City,0.13,,Off Target,11.0,Left Foot,,Kyle Walker,Pass (Live),Bernardo Silva,Pass (Live),Luton Town
57,Julian Alvarez,Manchester City,0.08,,Blocked,23.0,Right Foot,Free kick,Phil Foden,Fouled,Rodri,Pass (Live),Luton Town
59,Ruben Dias,Manchester City,0.15,0.13,Saved,9.0,Right Foot,,Nathan Aké,Pass (Live),,,Luton Town
59,Rodri,Manchester City,0.02,,Off Target,30.0,Right Foot,,Mateo Kovačić,Pass (Live),Jack Grealish,Pass (Live),Luton Town
62,Bernardo Silva,Manchester City,0.05,0.51,Goal,17.0,Left Foot,,Rodri,Take-On,Kyle Walker,Pass (Live),Luton Town
65,Jack Grealish,Manchester City,0.31,0.35,Goal,7.0,Left Foot,,Julián Álvarez,Pass (Live),Phil Foden,Pass (Live),Luton Town
68,Ross Barkley,Luton Town,0.03,,Off Target,26.0,Right Foot,,Ross Barkley,Take-On,Amari'i Bell,Pass (Live),Manchester City
78,Bernardo Silva,Manchester City,0.05,,Blocked,18.0,Left Foot,,Kyle Walker,Pass (Live),Bernardo Silva,Pass (Live),Luton Town
79,Julian Alvarez,Manchester City,0.03,,Off Target,31.0,Right Foot,,Phil Foden,Tackle,,,Luton Town
90+2,Tahith Chong,Luton Town,0.03,,Off Target,15.0,Left Foot,,Tahith Chong,Take-On,,Fouled,Manchester City
4,Richarlison,Tottenham,0.04,,Blocked,21.0,Right Foot,,Destiny Udogie,Pass (Live),Son Heung-min,Pass (Live),Newcastle Utd
5,Richarlison,Tottenham,0.03,,Blocked,14.0,Left Foot,,Dejan Kulusevski,Pass (Live),Son Heung-min,Pass (Live),Newcastle Utd
6,Ben Davies,Tottenham,0.02,,Off Target,28.0,Right Foot,Volley,Destiny Udogie,Pass (Live),Yves Bissouma,Pass (Live),Newcastle Utd
7,Bruno Guimaraes,Newcastle Utd,0.04,,Off Target,27.0,Right Foot,,Joelinton,Pass (Live),Anthony Gordon,Pass (Live),Tottenham
9,Alexander Isak,Newcastle Utd,0.77,,Off Target,4.0,Right Foot,,,,,,Tottenham
17,Cristian Romero,Tottenham,0.03,,Blocked,11.0,Head,,Pedro Porro,Pass (Dead),Yves Bissouma,Pass (Live),Newcastle Utd
26,Destiny Udogie,Tottenham,0.9,0.91,Goal,4.0,Left Foot,,Destiny Udogie,Pass (Live),Pedro Porro,Pass (Live),Newcastle Utd
28,Joelinton,Newcastle Utd,0.07,,Blocked,24.0,Right Foot,,Anthony Gordon,Pass (Live),Lewis Miley,Pass (Live),Tottenham
30,Pape Matar Sarr,Tottenham,0.21,,Off Target,11.0,Right Foot,,Brennan Johnson,Pass (Live),Dejan Kulusevski,Pass (Live),Newcastle Utd
33,Miguel Almiron,Newcastle Utd,0.14,0.44,Saved,15.0,Left Foot,,Anthony Gordon,Pass (Live),Alexander Isak,Pass (Live),Tottenham
38,Richarlison,Tottenham,0.17,0.58,Goal,7.0,Left Foot,,Son Heung-min,Pass (Live),Son Heung-min,Take-On,Newcastle Utd
40,Pedro Porro,Tottenham,0.05,,Blocked,16.0,Right Foot,,Son Heung-min,Pass (Live),Dejan Kulusevski,Pass (Live),Newcastle Utd
41,Brennan Johnson,Tottenham,0.06,,Woodwork,20.0,Right Foot,,Pape Matar Sarr,Tackle,Yves Bissouma,Pass (Dead),Newcastle Utd
42,Dejan Kulusevski,Tottenham,0.08,0.13,Saved,11.0,Left Foot,Volley,,,,,Newcastle Utd
44,Richarlison,Tottenham,0.02,0.03,Saved,14.0,Head,,Pedro Porro,Pass (Dead),Son Heung-min,Pass (Live),Newcastle Utd
45+4,Richarlison,Tottenham,0.09,,Off Target,10.0,Right Foot,,Dejan Kulusevski,Pass (Live),Cristian Romero,Pass (Live),Newcastle Utd
52,Anthony Gordon,Newcastle Utd,0.05,,Off Target,5.0,Left Foot,Volley,Kieran Trippier,Pass (Live),Miguel Almirón,Pass (Live),Tottenham
56,Yves Bissouma,Tottenham,0.04,0.16,Saved,26.0,Right Foot,,Pape Matar Sarr,Pass (Live),Pedro Porro,Pass (Live),Newcastle Utd
60,Richarlison,Tottenham,0.35,0.49,Goal,9.0,Left Foot,,Pedro Porro,Pass (Live),Yves Bissouma,Pass (Live),Newcastle Utd
63,Brennan Johnson,Tottenham,0.1,,Woodwork,12.0,Right Foot,,Dejan Kulusevski,Pass (Live),Pape Matar Sarr,Pass (Live),Newcastle Utd
63,Son Heung-min,Tottenham,0.1,,Off Target,7.0,Left Foot,Volley,Dejan Kulusevski,Pass (Live),Ben Davies,Pass (Live),Newcastle Utd
66,Pedro Porro,Tottenham,0.03,,Off Target,18.0,Right Foot,,Brennan Johnson,Pass (Live),Dejan Kulusevski,Pass (Live),Newcastle Utd
67,Dejan Kulusevski,Tottenham,0.08,0.17,Saved,25.0,Right Foot,,Son Heung-min,Pass (Live),Yves Bissouma,Tackle,Newcastle Utd
67,Son Heung-min,Tottenham,0.05,0.23,Saved,17.0,Right Foot,,Destiny Udogie,Pass (Live),Pape Matar Sarr,Pass (Live),Newcastle Utd
76,Pedro Porro,Tottenham,0.03,0.15,Saved,28.0,Right Foot,,Pedro Porro,Take-On,Brennan Johnson,Pass (Live),Newcastle Utd
76,Joelinton,Newcastle Utd,0.02,,Blocked,23.0,Right Foot,,Callum Wilson,Pass (Live),Callum Wilson,Take-On,Tottenham
77,Joelinton,Newcastle Utd,0.25,,Off Target,4.0,Head,,Kieran Trippier,Pass (Dead),Joelinton,Shot,Tottenham
85,Son Heung-min (pen),Tottenham,0.79,0.99,Goal,13.0,Right Foot,,Son Heung-min,Fouled,Pedro Porro,Pass (Live),Newcastle Utd
88,Oliver Skipp,Tottenham,0.41,0.8,Saved,6.0,Right Foot,,Dejan Kulusevski,Pass (Live),Destiny Udogie,Pass (Live),Newcastle Utd
89,Son Heung-min,Tottenham,0.13,,Off Target,12.0,Right Foot,,Son Heung-min,Take-On,Oliver Skipp,Pass (Live),Newcastle Utd
90+1,Joelinton,Newcastle Utd,0.19,0.49,Goal,18.0,Right Foot,,Callum Wilson,Pass (Live),Matt Ritchie,Pass (Live),Tottenham
90+5,Callum Wilson,Newcastle Utd,0.14,0.11,Saved,9.0,Head,,Emil Krafth,Pass (Live),Matt Ritchie,Pass (Live),Tottenham
3,Son Heung-min,Tottenham,0.09,0.24,Saved,14.0,Right Foot,,Dejan Kulusevski,Pass (Live),Cristian Romero,Pass (Live),Nott'ham Forest
23,Brennan Johnson,Tottenham,0.14,0.07,Saved,14.0,Right Foot,,Dejan Kulusevski,Pass (Live),Pedro Porro,Pass (Live),Nott'ham Forest
24,Ben Davies,Tottenham,0.18,,Off Target,5.0,Head,,Pedro Porro,Pass (Dead),Brennan Johnson,Shot,Nott'ham Forest
28,Anthony Elanga,Nott'ham Forest,0.08,,Blocked,15.0,Left Foot,Volley,Willy Boly,Pass (Live),Moussa Niakhate,Pass (Dead),Tottenham
28,Harry Toffolo,Nott'ham Forest,0.02,,Off Target,25.0,Left Foot,,Anthony Elanga,Shot,,,Tottenham
34,Murillo,Nott'ham Forest,0.02,,Off Target,18.0,Left Foot,Volley,,,,,Tottenham
35,Pedro Porro,Tottenham,0.22,,Off Target,8.0,Head,,Son Heung-min,Pass (Live),Ben Davies,Pass (Live),Nott'ham Forest
37,Morgan Gibbs-White,Nott'ham Forest,0.03,,Off Target,20.0,Left Foot,,Willy Boly,Pass (Live),Orel Mangala,Pass (Live),Tottenham
44,Son Heung-min,Tottenham,0.04,,Blocked,23.0,Right Foot,,Destiny Udogie,Pass (Live),Oliver Skipp,Pass (Live),Nott'ham Forest
45+2,Richarlison,Tottenham,0.39,0.51,Goal,6.0,Head,,Dejan Kulusevski,Pass (Live),Pape Matar Sarr,Pass (Live),Nott'ham Forest
49,Willy Boly,Nott'ham Forest,0.22,,Off Target,15.0,Right Foot,,Anthony Elanga,Pass (Live),Cheikhou Kouyaté,Pass (Live),Tottenham
63,Dejan Kulusevski,Tottenham,0.09,,Blocked,10.0,Left Foot,,Dejan Kulusevski,Take-On,Pedro Porro,Pass (Dead),Nott'ham Forest
63,Son Heung-min,Tottenham,0.06,,Blocked,14.0,Right Foot,,Dejan Kulusevski,Shot,,,Nott'ham Forest
64,Son Heung-min,Tottenham,0.11,0.03,Saved,12.0,Right Foot,,Pedro Porro,Pass (Live),Pape Matar Sarr,Pass (Live),Nott'ham Forest
65,Dejan Kulusevski,Tottenham,0.05,0.11,Goal,12.0,Right Foot,,,,,,Nott'ham Forest
69,Danilo,Nott'ham Forest,0.04,,Off Target,19.0,Left Foot,,Anthony Elanga,Pass (Live),Morgan Gibbs-White,Pass (Live),Tottenham
75,Morgan Gibbs-White,Nott'ham Forest,0.01,,Blocked,25.0,Right Foot,Volley,Morgan Gibbs-White,Fouled,Ryan Yates,Pass (Live),Tottenham
81,Dejan Kulusevski,Tottenham,0.03,0.08,Saved,16.0,Left Foot,Deflected,Oliver Skipp,Pass (Live),Pierre Højbjerg,Pass (Live),Nott'ham Forest
84,Neco Williams,Nott'ham Forest,0.06,,Blocked,22.0,Right Foot,,Morgan Gibbs-White,Pass (Live),Callum Hudson-Odoi,Pass (Live),Tottenham
84,Harry Toffolo,Nott'ham Forest,0.22,0.39,Saved,4.0,Head,,Morgan Gibbs-White,Pass (Dead),Neco Williams,Shot,Tottenham
84,Harry Toffolo,Nott'ham Forest,0.13,,Blocked,10.0,Left Foot,,Anthony Elanga,Pass (Live),Harry Toffolo,Shot,Tottenham
85,Morgan Gibbs-White,Nott'ham Forest,0.18,,Off Target,6.0,Head,,Harry Toffolo,Pass (Dead),Harry Toffolo,Shot,Tottenham
89,Anthony Elanga,Nott'ham Forest,0.11,,Off Target,8.0,Right Foot,Volley,Callum Hudson-Odoi,Pass (Live),Ryan Yates,Pass (Live),Tottenham
90+2,Pedro Porro,Tottenham,0.17,,Blocked,16.0,Right Foot,,Pierre Højbjerg,Pass (Live),Dejan Kulusevski,Pass (Live),Nott'ham Forest
90+5,Moussa Niakhate,Nott'ham Forest,0.09,,Blocked,10.0,Left Foot,,,,,,Tottenham
90+6,Morgan Gibbs-White,Nott'ham Forest,0.02,,Blocked,32.0,Right Foot,,Moussa Niakhate,Pass (Live),Callum Hudson-Odoi,Pass (Live),Tottenham
90+7,Neco Williams,Nott'ham Forest,0.13,,Woodwork,13.0,Left Foot,,Morgan Gibbs-White,Pass (Live),Danilo,Pass (Live),Tottenham
10,Dwight McNeil,Everton,0.04,,Off Target,9.0,Head,,Jack Harrison,Pass (Live),Abdoulaye Doucouré,Pass (Live),Burnley
18,Dominic Calvert-Lewin,Everton,0.25,0.23,Saved,9.0,Head,,Nathan Patterson,Pass (Live),Jack Harrison,Pass (Live),Burnley
19,Amadou Onana,Everton,0.26,0.17,Goal,3.0,Head,,Dwight McNeil,Pass (Dead),Dominic Calvert-Lewin,Shot,Burnley
21,Jacob Bruun Larsen,Burnley,0.12,,Blocked,13.0,Left Foot,,Zeki Amdouni,Pass (Live),Vitinho,Pass (Live),Everton
22,Jay Rodriguez,Burnley,0.09,,Blocked,9.0,Right Foot,,Wilson Odobert,Pass (Live),Zeki Amdouni,Pass (Live),Everton
24,Dwight McNeil,Everton,0.02,,Off Target,27.0,Left Foot,,James Garner,Pass (Live),Dwight McNeil,Pass (Live),Burnley
25,Michael Keane,Everton,0.06,0.16,Saved,17.0,Right Foot,Volley,James Tarkowski,Pass (Live),Jordan Pickford,Pass (Dead),Burnley
25,Michael Keane,Everton,0.45,0.22,Goal,8.0,Right Foot,,Michael Keane,Shot,,,Burnley
28,Jay Rodriguez,Burnley,0.11,,Blocked,5.0,Head,,Jacob Bruun Larsen,Pass (Dead),Jay Rodriguez,Pass (Live),Everton
28,Jordan Beyer,Burnley,0.07,,Blocked,10.0,Left Foot,Volley,Jay Rodriguez,Shot,,,Everton
45+4,Zeki Amdouni,Burnley,0.03,,Off Target,17.0,Left Foot,Volley,,,,,Everton
48,Sander Berge,Burnley,0.04,,Blocked,25.0,Right Foot,,Jacob Bruun Larsen,Pass (Live),Vitinho,Pass (Live),Everton
50,Wilson Odobert,Burnley,0.03,,Blocked,19.0,Right Foot,,Sander Berge,Pass (Live),Jacob Bruun Larsen,Pass (Live),Everton
50,Lyle Foster,Burnley,0.02,0.09,Saved,16.0,Right Foot,,Hannes Delcroix,Pass (Live),Josh Brownhill,Pass (Live),Everton
52,James Garner,Everton,0.03,0.69,Saved,25.0,Right Foot,Free kick,Jack Harrison,Fouled,Dwight McNeil,Pass (Dead),Burnley
57,Jacob Bruun Larsen,Burnley,0.04,,Blocked,32.0,Right Foot,Free kick,Wilson Odobert,Fouled,,,Everton
63,Michael Keane,Everton,0.11,,Woodwork,3.0,Left Foot,Volley,Amadou Onana,Pass (Live),Ben Godfrey,Pass (Live),Burnley
64,Zeki Amdouni,Burnley,0.02,0.06,Saved,28.0,Right Foot,,Josh Brownhill,Pass (Live),Vitinho,Pass (Live),Everton
79,Sander Berge,Burnley,0.04,,Blocked,21.0,Right Foot,,Jacob Bruun Larsen,Pass (Live),Zeki Amdouni,Pass (Live),Everton
81,Sander Berge,Burnley,0.03,,Blocked,26.0,Right Foot,,Wilson Odobert,Pass (Live),Jordan Beyer,Pass (Live),Everton
83,Lyle Foster,Burnley,0.05,,Off Target,11.0,Head,,Josh Brownhill,Pass (Dead),Zeki Amdouni,Fouled,Everton
90,Beto,Everton,0.27,0.38,Saved,5.0,Left Foot,,James Garner,Pass (Live),Dwight McNeil,Pass (Live),Burnley
90+2,Mike Tresor,Burnley,0.01,,Off Target,31.0,Right Foot,,Mike Trésor,Take-On,Josh Brownhill,Pass (Live),Everton
2,Moises Caicedo,Chelsea,0.03,,Blocked,25.0,Right Foot,,Levi Colwill,Pass (Live),Benoît Badiashile,Pass (Live),Sheffield Utd
12,Cameron Archer,Sheffield Utd,0.07,,Blocked,17.0,Right Foot,,James Mcatee,Pass (Live),,,Chelsea
15,Cole Palmer,Chelsea,0.06,,Blocked,25.0,Left Foot,,Moisés Caicedo,Pass (Live),,,Sheffield Utd
15,Conor Gallagher,Chelsea,0.02,0.04,Saved,26.0,Right Foot,,Conor Gallagher,Interception,,,Sheffield Utd
22,Mykhailo Mudryk,Chelsea,0.01,,Off Target,33.0,Right Foot,,Mykhailo Mudryk,Take-On,Benoît Badiashile,Pass (Live),Sheffield Utd
24,Cameron Archer,Sheffield Utd,0.02,,Blocked,27.0,Right Foot,,Gustavo Hamer,Pass (Live),,,Chelsea
24,Anel Ahmedhodzic,Sheffield Utd,0.06,,Blocked,11.0,Right Foot,,Gustavo Hamer,Pass (Live),James Mcatee,Pass (Live),Chelsea
43,Nicolas Jackson,Chelsea,0.03,,Off Target,22.0,Right Foot,,Nicolas Jackson,Take-On,Moisés Caicedo,Pass (Live),Sheffield Utd
49,Cole Palmer,Chelsea,0.06,,Blocked,11.0,Right Foot,,Cole Palmer,Take-On,Conor Gallagher,Pass (Live),Sheffield Utd
52,Cole Palmer,Chelsea,0.03,,Blocked,27.0,Left Foot,,Raheem Sterling,Pass (Live),Benoît Badiashile,Pass (Live),Sheffield Utd
54,Cole Palmer,Chelsea,0.48,0.7,Goal,5.0,Left Foot,,Raheem Sterling,Pass (Live),Cole Palmer,Pass (Live),Sheffield Utd
61,Nicolas Jackson,Chelsea,0.9,0.85,Goal,2.0,Right Foot,,Cole Palmer,Pass (Live),Cole Palmer,Pass (Live),Sheffield Utd
68,Raheem Sterling,Chelsea,0.1,0.13,Saved,9.0,Right Foot,,Thiago Silva,Pass (Live),Benoît Badiashile,Pass (Live),Sheffield Utd
70,Gustavo Hamer,Sheffield Utd,0.04,0.18,Saved,32.0,Right Foot,Free kick,Jayden Bogle,Fouled,Oliver Norwood,Pass (Live),Chelsea
