Player,Team,Position,LiveRkOv,Status (Pilot),Opponent,FPTS,FP/G,GP,GS,MIN,G,KP,AT,SOT,TKW,YC,RC,PEN,ACNC,INT,CLR,BS,DW,DL,LBA,PKM,PKD,OG,GAO,CS,GW,Ghost Points,Negative Fpts,PTS,DPT,OFF,PKG,GPR,Default FPTS,Default Ghosts,Default Negative FPTS,Status (Default),Delta,Delta Ghosts,Delta Negative FPTS
James Tarkowski,EVE,D,29,Boss,BHA 1<br/>@EVE 1 F,7.0,7.0,1,1,90,0,1,0,1,0,1,0,0,0,1,2,1,5,3,3,0,0,0,1,0,11,8.75,-1.75,0,4,0,0,1.25,7.5,11.5,-4.0,Adam,-0.5,-2.75,2.25
Marc Cucurella,CHE,D,225,Badger12,CHE 4<br/>@TOT 1 F,7.0,7.0,1,0,45,0,1,0,1,3,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,11,7.5,-0.5,0,1,1,0,1.07,9.0,9.0,0.0,Kish123,-2.0,-1.5,-0.5
Gabriel Magalhaes,ARS,D,141,ZB,ARS 0<br/>@NEW 1 F,6.75,6.75,1,1,90,0,0,0,0,1,0,0,0,0,1,2,2,5,2,3,0,0,0,1,0,11,7.25,-0.5,0,2,0,0,1.07,4.5,6.5,-2.0,W (Thu),2.25,0.75,1.5
Ryan Gravenberch,LIV,M,271,tottiand,LIV 1<br/>@LUT 1 F,6.75,6.75,1,1,82,0,2,0,1,0,0,0,0,0,2,0,0,4,5,0,0,0,0,1,0,11,8.0,-1.25,0,1,0,0,1.19,10.5,10.5,0.0,W (Thu),-3.75,-2.5,-1.25
Ben White,ARS,D,25,TranzOTF,ARS 0<br/>@NEW 1 F,6.5,6.5,1,1,72,0,1,0,0,1,0,0,0,1,2,1,1,1,2,3,0,0,0,1,0,11,7.0,-0.5,0,0,0,0,1.08,4.75,7.25,-2.5,Vroom,1.75,-0.25,2.0
James Garner,EVE,M,59,Badger12,BHA 1<br/>@EVE 1 F,6.5,6.5,1,1,90,0,1,0,0,2,0,0,0,0,2,3,0,5,3,0,0,0,0,1,0,11,7.25,-0.75,0,1,0,0,1.12,6.5,6.5,0.0,Vroom,0.0,0.75,-0.75
Lewis Dunk,BHA,D,143,W (Thu),BHA 1<br/>@EVE 1 F,6.5,6.5,1,1,90,0,0,0,1,0,1,0,0,0,1,4,1,3,4,8,0,0,0,1,0,11,8.5,-2.0,0,5,1,0,1.31,4.0,8.0,-4.0,W (Thu),2.5,0.5,2.0
James Milner,BHA,M,292,W (Thu),BHA 1<br/>@EVE 1 F,6.5,6.5,1,1,78,0,2,0,0,1,0,0,0,1,1,2,0,3,3,3,0,0,0,1,0,11,7.25,-0.75,0,1,1,0,1.12,8.0,8.5,-0.5,W (Thu),-1.5,-1.25,-0.25
Yves Bissouma,TOT,M,100,Bfred,CHE 4<br/>@TOT 1 F,6.25,6.25,1,1,90,0,0,0,0,1,0,0,0,0,2,1,0,8,4,2,0,0,0,4,0,11,7.25,-1.0,0,2,0,0,1.16,4.5,5.0,-0.5,XXX,1.75,2.25,-0.5
Bruno Guimaraes,NEW,M,49,KFC,ARS 0<br/>@NEW 1 F,6.0,6.0,1,1,90,0,3,0,0,0,1,0,0,0,0,0,0,5,5,7,0,0,0,0,1,11,7.25,-2.25,0,5,0,0,1.21,6.5,8.0,-2.5,avitek,-0.5,-0.75,0.25
Diogo Jota,LIV,F,94,Bfred,LIV 1<br/>@LUT 1 F,6.0,6.0,1,1,65,0,1,0,1,0,0,0,0,0,1,0,0,6,4,0,0,0,0,0,1,11,7.0,-1.0,0,0,0,0,1.17,7.0,7.5,-0.5,Adam,-1.0,-0.5,-0.5
Alex Iwobi,FUL,M,212,W (Thu),MUN 1<br/>@FUL 0 F,6.0,6.0,1,1,88,0,2,0,0,0,1,0,0,0,2,0,0,5,4,2,0,0,0,0,1,11,7.0,-2.0,0,4,0,0,1.17,8.0,10.0,-3.0,deceptiv,-2.0,-3.0,1.0
Murillo,NOT,M,209,W (Thu),AVL 0<br/>@NOT 2 F,6.0,6.0,1,1,90,0,0,0,0,1,0,0,0,0,1,7,0,2,1,4,0,0,0,0,1,11,5.25,-0.25,0,0,0,0,0.88,3.5,2.5,0.0,W (Thu),2.5,2.75,-0.25
Vitaly Janelt,BRF,M,138,chukdave,WHU 2<br/>@BRF 3 F,6.0,6.0,1,1,88,0,2,0,0,0,0,0,0,1,1,3,0,2,3,4,0,0,0,2,0,11,6.75,-0.75,0,1,0,0,1.12,6.0,6.5,-0.5,W (Thu),0.0,0.25,-0.25
Ethan Pinnock,BRF,D,28,Sean,WHU 2<br/>@BRF 3 F,5.75,5.75,1,1,90,0,0,0,0,0,0,0,0,0,1,4,0,10,2,5,0,0,0,2,0,11,8.25,-0.5,0,0,0,0,1.43,7.0,11.0,-4.0,4b. DcbB,-1.25,-2.75,3.5
Alfie Doughty,LUT,M,92,Sean,LIV 1<br/>@LUT 1 F,5.75,5.75,1,1,90,0,1,0,0,0,0,0,0,2,0,3,0,5,2,0,0,0,0,1,0,11,6.25,-0.5,0,0,0,0,1.09,7.5,8.0,-0.5,Vroom,-1.75,-1.75,0.0
Tim Ream,FUL,D,114,W (Thu),MUN 1<br/>@FUL 0 F,5.75,5.75,1,1,90,0,0,0,0,0,0,0,0,0,2,7,0,3,0,2,0,0,0,1,0,11,5.75,0.0,0,0,0,0,1.0,4.75,6.75,-2.0,W (Thu),1.0,-1.0,2.0
Sander Berge,BUR,M,190,W (Thu),CRY 2<br/>@BUR 0 F,5.75,5.75,1,1,90,0,1,0,0,0,0,0,0,0,1,0,1,6,4,3,0,0,0,2,0,11,6.75,-1.0,0,1,0,0,1.17,5.5,5.5,0.0,W (Thu),0.25,1.25,-1.0
Jay Rodriguez,BUR,F,368,W (Thu),CRY 2<br/>@BUR 0 F,5.75,5.75,1,1,90,0,1,0,1,1,0,0,0,0,1,0,0,4,4,1,0,0,0,2,0,11,6.75,-1.0,0,1,1,0,1.17,7.5,7.5,0.0,W (Thu),-1.75,-0.75,-1.0
Gabriel Osho,LUT,D,375,W (Thu),LIV 1<br/>@LUT 1 F,5.75,5.75,1,1,90,0,0,0,0,1,0,0,0,0,2,8,0,3,2,1,0,0,0,1,0,11,6.25,-0.5,0,0,0,0,1.09,3.5,6.0,-2.5,W (Thu),2.25,0.25,2.0
Bukayo Saka,ARS,M,6,chukdave,ARS 0<br/>@NEW 1 F,5.5,5.5,1,1,90,0,1,0,0,1,0,0,0,1,0,0,1,7,6,0,0,0,0,1,0,11,7.0,-1.5,0,0,0,0,1.27,4.0,5.5,-1.5,Adam,1.5,1.5,0.0
Declan Rice,ARS,M,41,xxx,ARS 0<br/>@NEW 1 F,5.5,5.5,1,1,90,0,1,0,0,0,0,0,0,0,1,5,0,4,3,4,0,0,0,1,0,11,6.25,-0.75,0,1,0,0,1.14,5.5,5.5,0.0,dsb_ff,0.0,0.75,-0.75
Jack Robinson,SHU,D,249,W (Thu),WOL 1<br/>@SHU 2 F,5.5,5.5,1,1,90,0,0,0,0,1,0,0,0,0,2,4,1,4,4,0,0,0,0,1,0,11,6.5,-1.0,0,0,0,0,1.18,4.0,6.0,-2.0,W (Thu),1.5,0.5,1.0
Julian Alvarez,MCI,F,12,Boss,BOU 1<br/>@MCI 6 F,5.25,5.25,1,1,70,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11,5.25,0.0,0,0,0,0,1.0,9.0,9.0,0.0,dsb_ff,-3.75,-3.75,0.0
Douglas Luiz,AVL,M,14,draft,AVL 0<br/>@NOT 2 F,5.25,5.25,1,1,85,0,0,0,0,1,0,0,0,0,1,1,0,6,3,5,0,0,0,2,0,11,6.0,-0.75,0,1,0,0,1.14,4.0,4.0,0.0,Maddihat,1.25,2.0,-0.75
Miguel Almiron,NEW,M,152,xxx,ARS 0<br/>@NEW 1 F,5.25,5.25,1,1,62,0,1,0,0,2,0,0,0,0,1,0,0,4,4,1,0,0,0,0,1,11,5.25,-1.0,0,2,0,0,1.0,7.5,7.0,-0.5,Pancake,-2.25,-1.75,-0.5
Christian Norgaard,BRF,M,55,draft,WHU 2<br/>@BRF 3 F,5.25,5.25,1,1,90,0,1,0,0,0,0,0,0,0,1,4,0,5,3,2,0,0,0,2,0,11,6.0,-0.75,0,1,0,0,1.14,4.5,4.5,0.0,deceptiv,0.75,1.5,-0.75
Scott McTominay,MUN,M,117,Sean,MUN 1<br/>@FUL 0 F,5.25,5.25,1,1,90,0,0,0,0,0,0,0,0,0,2,3,1,2,6,4,0,0,0,0,1,11,5.75,-1.5,0,2,0,0,1.1,4.0,4.0,-1.0,dsb_ff,1.25,1.75,-0.5
Harry Wilson,FUL,M,183,chukdave,MUN 1<br/>@FUL 0 F,5.25,5.25,1,1,88,0,1,0,1,1,1,0,0,0,0,0,0,5,3,0,0,0,0,0,1,11,6.0,-1.75,0,4,0,0,1.14,4.0,5.0,-2.0,W (Thu),1.25,1.0,0.25
Boubacar Kamara,AVL,M,119,W (Thu),AVL 0<br/>@NOT 2 F,5.25,5.25,1,1,77,0,1,0,0,1,1,0,0,0,1,3,0,5,4,6,0,0,0,2,0,11,7.25,-2.0,0,4,0,0,1.38,2.5,5.0,-2.5,W (Thu),2.75,2.25,0.5
Son Heung-Min,TOT,F,10,Catts4En,CHE 4<br/>@TOT 1 F,5.0,5.0,1,1,90,0,0,0,2,0,0,0,0,0,1,0,0,1,3,1,0,0,0,4,0,11,5.75,-0.75,0,0,1,0,1.15,5.0,5.0,0.0,deceptiv,0.0,0.75,-0.75
John McGinn,AVL,M,62,KFC,AVL 0<br/>@NOT 2 F,5.0,5.0,1,1,90,0,2,0,0,0,0,0,0,1,1,0,0,2,5,5,0,0,0,2,0,11,6.25,-1.25,0,0,0,0,1.25,6.5,8.0,-1.5,Kish123,-1.5,-1.75,0.25
Christian Eriksen,MUN,M,167,TranzOTF,MUN 1<br/>@FUL 0 F,5.0,5.0,1,1,78,0,1,0,0,1,0,0,0,1,0,1,1,1,3,2,0,0,0,0,1,11,4.75,-0.75,0,0,0,0,0.95,5.5,5.0,-0.5,W (Thu),-0.5,-0.25,-0.25
Mario Lemina,WOL,M,130,W (Thu),WOL 1<br/>@SHU 2 F,5.0,5.0,1,1,90,0,0,0,1,0,0,0,0,0,1,2,0,5,4,0,0,0,0,2,0,11,6.0,-1.0,0,1,1,0,1.2,4.0,5.0,-1.0,W (Thu),1.0,1.0,0.0
Emerson Royal,TOT,D,248,Sean,CHE 4<br/>@TOT 1 F,5.0,5.0,1,0,45,0,0,0,0,3,0,0,0,0,2,1,1,10,3,0,0,0,0,3,0,11,9.75,-0.75,0,0,0,0,1.95,1.25,7.25,-6.0,W (Thu),3.75,2.5,5.25
Ibrahim Sangare,NOT,M,231,W (Thu),AVL 0<br/>@NOT 2 F,5.0,5.0,1,1,90,0,1,0,0,1,0,0,0,0,0,3,0,4,2,1,0,0,0,0,1,11,4.5,-0.5,0,0,0,0,0.9,4.0,3.0,0.0,W (Thu),1.0,1.5,-0.5
Dwight McNeil,EVE,M,147,TranzOTF,BHA 1<br/>@EVE 1 F,4.75,4.75,1,1,90,0,1,0,0,1,0,0,0,0,0,3,0,7,5,1,0,0,0,1,0,11,6.0,-1.25,0,2,0,0,1.26,4.0,4.5,-0.5,deceptiv,0.75,1.5,-0.75
Ibrahima Konate,LIV,D,207,Catts4En,LIV 1<br/>@LUT 1 F,4.75,4.75,1,1,90,0,0,0,0,0,0,0,0,0,1,4,1,7,8,1,0,0,0,1,0,11,6.75,-2.0,0,3,0,0,1.42,6.5,9.0,-2.5,Pancake,-1.75,-2.25,0.5
Ryan Christie,BOU,M,136,W (Thu),BOU 1<br/>@MCI 6 F,4.75,4.75,1,1,90,0,0,0,0,2,0,0,0,0,2,0,0,4,2,1,0,0,0,6,0,11,5.25,-0.5,0,1,1,0,1.11,4.0,4.0,0.0,W (Thu),0.75,1.25,-0.5
Pierre-Emile Hojbjerg,TOT,M,300,W (Thu),CHE 4<br/>@TOT 1 F,4.75,4.75,1,0,45,0,0,0,1,0,0,0,0,0,0,5,1,2,4,2,0,0,0,3,0,11,5.75,-1.0,0,0,0,0,1.21,4.0,4.0,0.0,W (Thu),0.75,1.75,-1.0
Mohamed Salah,LIV,F,3,tottiand,LIV 1<br/>@LUT 1 F,4.5,4.5,1,1,90,0,3,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,1,0,11,5.0,-0.5,0,0,1,0,1.11,8.0,8.0,0.0,Vroom,-3.5,-3.0,-0.5
Pedro Porro,TOT,D,38,Bfred,CHE 4<br/>@TOT 1 F,4.5,4.5,1,1,90,0,1,0,1,4,0,0,0,2,0,3,1,8,10,1,0,0,0,4,0,11,13.0,-2.5,0,3,0,0,2.89,4.75,12.75,-8.0,dsb_ff,-0.25,0.25,5.5
Antonee Robinson,FUL,D,133,W (Thu),MUN 1<br/>@FUL 0 F,4.5,4.5,1,1,90,0,0,0,0,1,1,0,0,1,1,2,0,5,4,4,0,0,0,1,0,11,6.5,-2.0,0,4,0,0,1.44,2.0,6.5,-4.5,Vroom,2.5,0.0,2.5
Mateo Kovacic,MCI,M,263,W (Thu),BOU 1<br/>@MCI 6 F,4.5,4.5,1,1,90,0,1,0,1,1,0,0,0,0,0,1,0,4,6,1,0,0,0,1,0,11,6.0,-1.5,0,4,0,0,1.33,6.0,7.0,-1.0,W (Thu),-1.5,-1.0,-0.5
Sean Longstaff,NEW,M,81,ZB,ARS 0<br/>@NEW 1 F,4.5,4.5,1,1,90,0,0,0,0,1,1,0,0,0,0,2,1,5,0,0,0,0,0,0,1,11,4.5,-1.0,0,3,0,0,1.0,1.5,2.5,-2.0,dsb_ff,3.0,2.0,1.0
Rayan Ait-Nouri,WOL,D,194,W (Thu),WOL 1<br/>@SHU 2 F,4.5,4.5,1,1,90,0,1,0,0,3,0,0,0,0,2,0,0,8,8,0,0,0,0,2,0,11,8.5,-2.0,0,0,0,0,1.89,4.5,10.0,-5.5,Kish123,0.0,-1.5,3.5
Luca Koleosho,BUR,F,245,W (Thu),CRY 2<br/>@BUR 0 F,4.5,4.5,1,1,77,0,1,0,1,1,0,0,0,0,0,0,0,5,7,1,0,0,0,1,0,11,6.25,-1.75,0,1,1,0,1.39,6.5,7.0,-0.5,W (Thu),-2.0,-0.75,-1.25
Jayden Bogle,SHU,D,250,W (Thu),WOL 1<br/>@SHU 2 F,4.5,4.5,1,1,90,0,0,0,0,3,0,0,0,0,0,2,0,7,6,2,0,0,0,1,0,11,6.0,-1.5,0,0,0,0,1.33,1.5,4.5,-3.0,W (Thu),3.0,1.5,1.5
Toti,WOL,D,246,W (Thu),WOL 1<br/>@SHU 2 F,4.5,4.5,1,1,80,0,0,0,0,2,0,0,0,0,0,3,0,7,3,0,0,0,0,1,0,11,5.25,-0.75,0,2,0,0,1.17,4.75,6.75,-2.0,W (Thu),-0.25,-1.5,1.25
Luke Thomas,SHU,D,381,W (Thu),WOL 1<br/>@SHU 2 F,4.5,4.5,1,1,90,0,1,0,0,1,0,0,0,1,1,2,0,2,2,0,0,0,0,1,0,11,5.0,-0.5,0,0,0,0,1.11,3.5,5.5,-2.0,W (Thu),1.0,-0.5,1.5
Auston Trusty,SHU,D,338,W (Thu),WOL 1<br/>@SHU 2 F,4.5,4.5,1,1,90,0,0,0,0,1,0,0,0,1,1,3,1,3,5,0,0,0,0,1,0,11,5.75,-1.25,0,1,0,0,1.28,3.75,5.75,-2.0,W (Thu),0.75,0.0,0.75
Dan Burn,NEW,D,82,tottiand,ARS 0<br/>@NEW 1 F,4.25,4.25,1,1,45,0,0,0,0,0,0,0,0,0,0,1,2,5,3,1,0,0,0,0,0,11,5.0,-0.75,0,2,1,0,1.18,5.75,6.25,-0.5,dsb_ff,-1.5,-1.25,-0.25
Oleksandr Zinchenko,ARS,D,126,W (Thu),ARS 0<br/>@NEW 1 F,4.25,4.25,1,0,16,0,1,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,0,0,0,11,4.25,0.0,0,0,0,0,1.0,5.0,5.0,0.0,W (Thu),-0.75,-0.75,0.0
Vladimir Coufal,WHU,D,44,TranzOTF,WHU 2<br/>@BRF 3 F,4.25,4.25,1,1,90,0,1,0,0,1,0,0,0,0,3,5,1,5,5,1,0,0,0,3,0,11,9.5,-1.25,0,2,0,0,2.24,3.25,9.25,-6.0,deceptiv,1.0,0.25,4.75
Jan-Paul van Hecke,BHA,D,264,W (Thu),BHA 1<br/>@EVE 1 F,4.25,4.25,1,1,90,0,0,0,0,0,0,0,0,0,1,2,1,5,4,1,0,0,0,1,0,11,5.25,-1.0,0,0,0,0,1.24,2.5,4.5,-2.0,W (Thu),1.75,0.75,1.0
James Ward-Prowse,WHU,M,18,xxx,WHU 2<br/>@BRF 3 F,4.0,4.0,1,1,90,0,1,0,0,2,0,0,0,0,1,1,0,2,3,2,0,0,0,3,0,11,4.75,-0.75,0,0,0,0,1.19,5.0,5.0,0.0,Pancake,-1.0,-0.25,-0.75
Jarrad Branthwaite,EVE,D,101,Catts4En,BHA 1<br/>@EVE 1 F,4.0,4.0,1,1,90,0,0,0,0,2,1,0,0,0,1,3,0,5,5,4,0,0,0,1,0,11,6.25,-2.25,0,6,0,0,1.56,1.75,5.75,-4.0,W (Thu),2.25,0.5,1.75
Wilson Odobert,BUR,F,274,W (Thu),CRY 2<br/>@BUR 0 F,4.0,4.0,1,0,11,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11,4.0,0.0,0,0,0,0,1.0,5.0,5.0,0.0,W (Thu),-1.0,-1.0,0.0
Thiago Silva,CHE,D,87,Boss,CHE 4<br/>@TOT 1 F,3.75,3.75,1,1,90,0,0,0,0,0,0,0,0,0,1,2,0,2,1,6,0,0,0,1,0,11,4.0,-0.25,0,0,0,0,1.07,0.5,2.5,-2.0,W (Thu),3.25,1.5,1.75
Jefferson Lerma,CRY,M,185,xxx,CRY 2<br/>@BUR 0 F,3.75,3.75,1,1,90,0,0,0,0,0,1,0,0,0,1,4,0,4,2,1,0,0,0,0,1,11,4.25,-1.5,0,4,0,0,1.13,1.0,2.0,-2.0,Adam,2.75,2.25,0.5
Sasa Kalajdzic,WOL,F,230,draft,WOL 1<br/>@SHU 2 F,3.75,3.75,1,1,60,0,1,0,0,0,0,0,0,0,0,2,0,6,3,0,0,0,0,0,1,11,4.5,-0.75,0,0,1,0,1.2,2.5,3.5,-1.0,W (Thu),1.25,1.0,0.25
Jordan Beyer,BUR,D,244,W (Thu),CRY 2<br/>@BUR 0 F,3.75,3.75,1,1,85,0,0,0,0,0,0,0,0,0,1,3,0,3,2,4,0,0,0,1,0,11,4.25,-0.5,0,0,0,0,1.13,0.75,2.75,-2.0,W (Thu),3.0,1.5,1.5
Valentino Livramento,NEW,D,369,W (Thu),ARS 0<br/>@NEW 1 F,3.75,3.75,1,0,45,0,0,0,0,1,1,0,0,0,2,0,1,4,3,0,0,0,0,0,0,11,5.5,-1.75,0,4,0,0,1.47,2.0,4.0,-2.0,W (Thu),1.75,1.5,0.25
Carlton Morris,LUT,F,96,xxx,LIV 1<br/>@LUT 1 F,3.5,3.5,1,1,74,0,1,0,1,0,0,0,0,0,0,0,0,6,11,1,0,0,0,0,1,11,6.25,-2.75,0,1,0,0,1.79,5.5,6.0,-0.5,dsb_ff,-2.0,0.25,-2.25
Said Benrahma,WHU,M,236,chukdave,WHU 2<br/>@BRF 3 F,3.5,3.5,1,1,63,0,1,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,2,0,11,4.0,-0.5,0,0,0,0,1.14,4.0,4.0,0.0,Pancake,-0.5,0.0,-0.5
Konstantinos Tsimikas,LIV,D,278,Sean,LIV 1<br/>@LUT 1 F,3.5,3.5,1,0,22,0,1,0,0,0,0,0,0,2,1,0,0,0,3,1,0,0,0,1,0,11,4.25,-0.75,0,2,0,0,1.21,3.0,5.0,-2.0,Adam,0.5,-0.75,1.25
Anthony Elanga,NOT,F,93,Boss,AVL 0<br/>@NOT 2 F,3.5,3.5,1,1,90,0,0,0,0,1,0,0,0,0,2,1,1,2,5,0,0,0,0,0,1,11,4.75,-1.25,0,1,0,0,1.36,3.5,4.0,-0.5,W (Thu),0.0,0.75,-0.75
Neco Williams,NOT,D,311,W (Thu),AVL 0<br/>@NOT 2 F,3.5,3.5,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,11,3.5,0.0,0,0,0,0,1.0,2.0,2.0,0.0,W (Thu),1.5,1.5,0.0
Alex Scott,BOU,M,354,chukdave,BOU 1<br/>@MCI 6 F,3.5,3.5,1,1,43,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0,0,3,0,11,3.5,0.0,0,0,0,0,1.0,2.0,2.0,0.0,deceptiv,1.5,1.5,0.0
Vinicius de Souza Costa,SHU,M,131,W (Thu),WOL 1<br/>@SHU 2 F,3.5,3.5,1,1,90,0,0,0,0,3,0,0,0,0,0,0,0,8,9,1,0,0,0,1,0,11,5.75,-2.25,0,2,0,0,1.64,3.5,4.5,-1.0,W (Thu),0.0,1.25,-1.25
Moises Caicedo,CHE,M,184,Catts4En,CHE 4<br/>@TOT 1 F,3.25,3.25,1,1,90,0,1,0,0,0,0,0,0,0,1,0,0,3,6,5,0,0,0,1,0,11,4.75,-1.5,0,2,0,0,1.46,3.0,3.5,-0.5,W (Thu),0.25,1.25,-1.0
Nayef Aguerd,WHU,D,129,KFC,WHU 2<br/>@BRF 3 F,3.25,3.25,1,1,90,0,0,0,0,0,0,0,0,0,0,7,2,4,3,9,0,0,0,3,0,11,8.0,-0.75,0,0,0,0,2.46,1.75,7.75,-6.0,W (Thu),1.5,0.25,5.25
Craig Dawson,WOL,D,102,Boss,WOL 1<br/>@SHU 2 F,3.25,3.25,1,1,90,0,0,0,0,0,1,0,0,0,0,8,1,5,3,6,0,0,0,2,0,11,7.0,-1.75,0,5,0,0,2.15,2.0,8.0,-6.0,W (Thu),1.25,-1.0,4.25
Takehiro Tomiyasu,ARS,D,272,W (Thu),ARS 0<br/>@NEW 1 F,3.25,3.25,1,1,90,0,0,0,0,1,0,0,0,0,1,2,0,3,1,0,0,0,0,1,0,11,3.5,-0.25,0,0,0,0,1.08,2.5,4.5,-2.0,W (Thu),0.75,-1.0,1.75
Charlie Taylor,BUR,D,266,W (Thu),CRY 2<br/>@BUR 0 F,3.25,3.25,1,1,90,0,2,0,0,1,0,0,0,1,0,1,0,3,5,5,0,0,0,2,0,11,6.5,-1.25,0,1,0,0,2.0,2.25,7.25,-5.0,W (Thu),1.0,-0.75,3.75
Rasmus Hojlund,MUN,F,305,Badger12,MUN 1<br/>@FUL 0 F,3.0,3.0,1,1,78,0,1,0,0,0,0,0,0,1,0,1,0,4,5,0,0,0,0,0,1,11,4.25,-1.25,0,1,0,0,1.42,4.5,5.0,-0.5,Maddihat,-1.5,-0.75,-0.75
Joel Veltman,BHA,D,169,chukdave,BHA 1<br/>@EVE 1 F,3.0,3.0,1,1,90,0,0,0,0,1,0,0,0,0,0,3,0,6,7,2,0,0,0,1,0,11,4.75,-1.75,0,1,0,0,1.58,1.75,3.75,-2.0,W (Thu),1.25,1.0,0.25
Andros Townsend,LUT,M,318,Badger12,LIV 1<br/>@LUT 1 F,3.0,3.0,1,1,60,0,0,0,0,2,0,0,0,0,0,1,0,5,7,0,0,0,0,0,1,11,3.75,-1.75,0,2,0,0,1.25,3.0,3.0,-1.0,W (Thu),0.0,0.75,-0.75
Boubacar Traore,WOL,M,337,W (Thu),WOL 1<br/>@SHU 2 F,3.0,3.0,1,0,19,0,0,0,0,1,0,0,0,1,0,0,0,3,1,1,0,0,0,2,0,11,3.25,-0.25,0,0,0,0,1.08,3.5,3.5,0.0,W (Thu),-0.5,-0.25,-0.25
Matheus Cunha,WOL,F,57,chukdave,WOL 1<br/>@SHU 2 F,2.75,2.75,1,1,90,0,0,0,1,0,0,0,0,0,0,1,0,4,7,1,0,0,0,2,0,11,4.5,-1.75,0,0,0,0,1.64,3.0,3.5,-0.5,Maddihat,-0.25,1.0,-1.25
Erling Haaland,MCI,F,1,TranzOTF,BOU 1<br/>@MCI 6 F,2.5,2.5,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,2.5,0.0,0,0,0,0,1.0,2.0,2.0,0.0,dsb_ff,0.5,0.5,0.0
William Saliba,ARS,D,97,Catts4En,ARS 0<br/>@NEW 1 F,2.5,2.5,1,1,90,0,0,0,0,0,0,0,0,0,1,2,0,3,4,2,0,0,0,1,0,11,3.5,-1.0,0,0,0,0,1.4,1.5,3.5,-2.0,W (Thu),1.0,0.0,1.0
Dominic Calvert-Lewin,EVE,F,156,xxx,BHA 1<br/>@EVE 1 F,2.5,2.5,1,1,88,0,0,0,0,0,0,0,0,0,0,1,0,8,7,0,0,0,0,1,0,11,4.25,-1.75,0,2,0,0,1.7,4.0,4.0,0.0,XXX,-1.5,0.25,-1.75
Kai Havertz,ARS,F,175,KFC,ARS 0<br/>@NEW 1 F,2.5,2.5,1,1,90,0,0,0,0,3,1,0,0,0,0,0,0,8,8,0,0,0,0,1,0,11,5.5,-3.0,0,5,0,0,2.2,2.5,5.0,-2.5,W (Thu),0.0,0.5,-0.5
Zeki Amdouni,BUR,F,163,W (Thu),CRY 2<br/>@BUR 0 F,2.5,2.5,1,1,77,0,0,0,0,1,0,0,0,0,0,0,0,6,5,1,0,0,0,1,0,11,3.75,-1.25,0,0,0,0,1.5,4.0,4.5,-0.5,W (Thu),-1.5,-0.75,-0.75
James Maddison,TOT,M,2,Sean,CHE 4<br/>@TOT 1 F,2.25,2.25,1,1,45,0,0,0,0,0,0,0,0,0,2,0,0,2,4,1,0,0,0,1,0,11,3.25,-1.0,0,1,0,0,1.44,2.0,2.0,0.0,Maddihat,0.25,1.25,-1.0
Dominik Szoboszlai,LIV,M,19,Boss,LIV 1<br/>@LUT 1 F,2.25,2.25,1,1,65,0,1,0,0,0,0,0,0,0,0,0,0,1,5,4,0,0,0,0,1,11,2.5,-1.25,0,1,0,0,1.11,2.0,2.5,-1.5,Kish123,0.25,0.0,0.25
Ollie Watkins,AVL,F,4,xxx,AVL 0<br/>@NOT 2 F,2.25,2.25,1,1,90,0,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,11,3.0,-0.75,0,1,1,0,1.33,2.5,3.0,-0.5,4b. DcbB,-0.25,0.0,-0.25
Philip Billing,BOU,M,58,Bfred,BOU 1<br/>@MCI 6 F,2.25,2.25,1,1,70,0,1,0,0,0,1,0,0,0,1,1,0,1,0,2,0,0,0,4,0,11,3.25,-1.0,0,3,0,0,1.44,1.5,3.5,-2.0,W (Thu),0.75,-0.25,1.0
Willian,FUL,F,125,xxx,MUN 1<br/>@FUL 0 F,2.25,2.25,1,1,75,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,1,11,2.75,-0.5,0,0,0,0,1.22,4.5,5.0,-0.5,deceptiv,-2.25,-2.25,0.0
Axel Disasi,CHE,D,120,ZB,CHE 4<br/>@TOT 1 F,2.25,2.25,1,1,90,0,0,0,0,0,0,0,0,0,0,2,0,4,4,3,0,0,0,1,0,11,3.25,-1.0,0,1,0,0,1.44,-0.5,2.5,-3.0,W (Thu),2.75,0.75,2.0
Ezri Konsa,AVL,D,103,KFC,AVL 0<br/>@NOT 2 F,2.25,2.25,1,1,90,0,0,0,0,1,0,0,0,0,2,0,0,3,0,1,0,0,0,2,0,11,4.25,0.0,0,0,0,0,1.89,1.0,5.0,-4.0,W (Thu),1.25,-0.75,4.0
